1	8	6	5
1	1	2	8
0	7	6	4
0	1	5	6
1	6	3	1
0	1	6	8
1	8	7	4
0	5	2	1
1	1	3	8
0	1	4	7
0	2	6	7
0	1	4	5
0	7	2	1
0	6	5	3
0	3	6	7
0	1	2	3
1	1	3	5
1	4	5	7
0	1	3	4
1	7	6	1
1	4	5	8
1	5	3	2
1	8	5	3
1	5	4	2
0	7	3	2
1	6	4	1
0	2	6	8
0	4	6	8
1	2	4	6
1	8	7	3
0	8	4	3
1	7	5	1
0	1	2	4
0	4	5	6
0	5	6	7
1	7	5	3
1	8	7	5
1	8	7	1
0	7	4	2
0	2	3	8
0	2	4	8
1	3	4	5
0	8	4	1
0	8	7	6
0	6	5	2
0	2	5	8
1	7	3	1
1	6	3	2
0	3	4	6
0	3	4	7
0	2	5	7
1	8	6	3
0	6	2	1
1	8	7	2
1	4	3	2
1	8	5	1
